order_id,city,assigned_facility,assignment_distance_km,expected_breach_prob,after_coverage,assigned_month_orders,fixed_cost_per_order,variable_cost_per_order,cost_to_serve
ORD0134577,Hyderabad,HYD-03,1.13244557,0.01509918,1,4263,24.23176167,38.38009447,62.61185614
ORD0134582,Hyderabad,HYD-04,1.86085053,0.05434632,1,10069,10.37838912,44.65634317,55.03473229
ORD0134585,Hyderabad,HYD-05,0.63939343,0.00622865,1,3566,25.74312956,34.66261358,60.40574314
ORD0134588,Hyderabad,HYD-02,1.05085726,0.01304899,1,5893,20.87222128,37.74747048,58.61969175
ORD0134590,Hyderabad,CS-07,4.90922860,0.93544886,0,5582,24.43568613,92.42806599,116.86375212
ORD0134593,Hyderabad,HYD-04,0.61730408,0.00598545,1,10069,10.37838912,34.50069223,44.87908134
ORD0134595,Hyderabad,HYD-04,2.53412318,0.16313094,1,10069,10.37838912,52.63279047,63.01117958
ORD0134598,Hyderabad,HYD-04,1.23648920,0.01817877,1,10069,10.37838912,39.20078759,49.57917671
ORD0134604,Hyderabad,HYD-02,0.79857565,0.00829663,1,5893,20.87222128,35.83892847,56.71114975
ORD0134605,Hyderabad,HYD-03,0.80346831,0.00836998,1,4263,24.23176167,35.87537756,60.10713923
ORD0134607,Hyderabad,HYD-04,1.19408653,0.01685553,1,10069,10.37838912,38.86427152,49.24266064
ORD0134608,Hyderabad,HYD-06,1.23292275,0.01806366,1,5193,19.93067591,39.17236890,59.10304481
ORD0134610,Hyderabad,HYD-06,0.72630484,0.00728460,1,5193,19.93067591,35.30267202,55.23334793
ORD0134611,Hyderabad,HYD-05,1.10955398,0.01449389,1,3566,25.74312956,38.20169456,63.94482412
ORD0134615,Hyderabad,HYD-06,0.49140994,0.00476916,1,5193,19.93067591,33.58294439,53.51362030
ORD0134617,Hyderabad,HYD-06,0.97396067,0.01136925,1,5193,19.93067591,37.15880235,57.08947826
ORD0134620,Hyderabad,HYD-04,3.07568763,0.34239005,0,10069,10.37838912,61.80151491,72.17990403
ORD0134621,Hyderabad,HYD-03,2.77748071,0.23260872,0,4263,24.23176167,56.42062645,80.65238812
ORD0134628,Hyderabad,HYD-04,3.89762711,0.69813246,0,10069,10.37838912,78.22736352,88.60575263
ORD0134631,Hyderabad,HYD-04,1.91381924,0.05950148,1,10069,10.37838912,45.18177899,55.56016810
ORD0134635,Hyderabad,HYD-06,1.28769924,0.01991328,1,5193,19.93067591,39.61129293,59.54196884
ORD0134636,Hyderabad,HYD-06,0.31585889,0.00347295,1,5193,19.93067591,32.31520072,52.24587663
ORD0134638,Hyderabad,CS-07,0.96618665,0.01121183,1,5582,24.43568613,37.09966135,61.53534748
ORD0134642,Hyderabad,HYD-04,4.11549457,0.77445752,0,10069,10.37838912,82.04218775,92.42057686
ORD0134644,Hyderabad,CS-07,0.74672275,0.00755741,1,5582,24.43568613,35.45378150,59.88946763
ORD0134648,Hyderabad,HYD-02,0.31211893,0.00344955,1,5893,20.87222128,32.28831898,53.16054026
ORD0134649,Hyderabad,HYD-04,0.57240307,0.00551982,1,10069,10.37838912,34.17241612,44.55080524
ORD0134651,Hyderabad,HYD-04,1.47741435,0.02786585,1,10069,10.37838912,41.17787600,51.55626511
ORD0134656,Hyderabad,HYD-04,1.06006403,0.01326585,1,10069,10.37838912,37.81842363,48.19681274
ORD0134662,Hyderabad,HYD-05,3.72857307,0.62988868,0,3566,25.74312956,74.99667194,100.73980149
ORD0134663,Hyderabad,HYD-05,0.87071487,0.00944569,1,3566,25.74312956,36.37837472,62.12150428
ORD0134667,Hyderabad,HYD-02,2.97132359,0.30111618,1,5893,20.87222128,59.83275041,80.70497169
ORD0134668,Hyderabad,HYD-02,1.04033030,0.01280532,1,5893,20.87222128,37.66647161,58.53869289
ORD0134670,Hyderabad,HYD-05,0.81405395,0.00853088,1,3566,25.74312956,35.95430408,61.69743364
ORD0134674,Hyderabad,HYD-04,3.56218086,0.55721995,0,10069,10.37838912,71.65186450,82.03025362
ORD0134675,Hyderabad,HYD-06,3.85436294,0.68133961,0,5193,19.93067591,77.42072885,97.35140476
ORD0134680,Hyderabad,CS-07,0.06704128,0.00221419,1,5582,24.43568613,30.53571467,54.97140080
ORD0134685,Hyderabad,HYD-04,1.32420279,0.02124763,1,10069,10.37838912,39.90684851,50.28523762
ORD0134686,Hyderabad,HYD-03,0.92007319,0.01032135,1,4263,24.23176167,36.75015291,60.98191458
ORD0134687,Hyderabad,HYD-04,3.20548216,0.39718675,0,10069,10.37838912,64.35397751,74.73236663
ORD0134690,Hyderabad,CS-07,3.79910470,0.65919094,0,5582,24.43568613,76.36946120,100.80514734
ORD0134692,Hyderabad,HYD-06,1.29722083,0.02025320,1,5193,19.93067591,39.68814190,59.61881781
ORD0134698,Hyderabad,HYD-04,2.04651429,0.07448955,1,10069,10.37838912,46.56028644,56.93867556
ORD0134703,Hyderabad,CS-07,0.98703876,0.01163904,1,5582,24.43568613,37.25844249,61.69412863
ORD0134706,Hyderabad,HYD-06,1.49089106,0.02853583,1,5193,19.93067591,41.29231245,61.22298836
ORD0134707,Hyderabad,HYD-04,2.29848074,0.11278602,1,10069,10.37838912,49.47294570,59.85133481
ORD0134708,Hyderabad,HYD-02,0.53367939,0.00514730,1,5893,20.87222128,33.89017459,54.76239587
ORD0134709,Hyderabad,HYD-02,3.02480566,0.32191907,0,5893,20.87222128,60.83121186,81.70343314
ORD0134713,Hyderabad,HYD-04,3.24003118,0.41228545,0,10069,10.37838912,65.04878167,75.42717078
ORD0134715,Hyderabad,HYD-04,0.38544559,0.00393840,1,10069,10.37838912,32.81627113,43.19466024
ORD0134717,Hyderabad,CS-07,1.43182625,0.02571089,1,5582,24.43568613,40.79411053,65.22979666
ORD0134718,Hyderabad,HYD-06,1.19667661,0.01693357,1,5193,19.93067591,38.88474330,58.81541921
ORD0134720,Hyderabad,HYD-04,1.09965552,0.01423962,1,10069,10.37838912,38.12477735,48.50316647
ORD0134724,Hyderabad,HYD-04,2.70186387,0.20902446,1,10069,10.37838912,55.18378103,65.56217015
ORD0134726,Hyderabad,HYD-04,3.01357751,0.31748900,0,10069,10.37838912,60.61971269,70.99810180
ORD0134728,Hyderabad,HYD-06,1.34968351,0.02223050,1,5193,19.93067591,40.11469962,60.04537553
ORD0134732,Hyderabad,CS-07,4.11154037,0.77320207,0,5582,24.43568613,81.97684464,106.41253077
ORD0134736,Hyderabad,HYD-05,3.12129803,0.36125541,0,3566,25.74312956,62.68674838,88.42987794
ORD0134739,Hyderabad,HYD-04,3.07129071,0.34059635,0,10069,10.37838912,61.71692536,72.09531448
ORD0134743,Hyderabad,HYD-04,0.75509027,0.00767211,1,10069,10.37838912,35.51579536,45.89418447
ORD0134748,Hyderabad,HYD-03,3.73343963,0.63194448,0,4263,24.23176167,75.09241167,99.32417334
ORD0134752,Hyderabad,HYD-04,4.51252977,0.87587308,0,10069,10.37838912,87.86390073,98.24228984
ORD0134758,Hyderabad,HYD-04,0.93454041,0.01059291,1,10069,10.37838912,36.85957033,47.23795945
ORD0134761,Hyderabad,HYD-05,3.44642977,0.50497549,0,3566,25.74312956,69.27427318,95.01740273
ORD0134763,Hyderabad,HYD-05,1.20049490,0.01704926,1,3566,25.74312956,38.91494225,64.65807181
ORD0134767,Hyderabad,HYD-04,1.84984281,0.05332913,1,10069,10.37838912,44.54877366,54.92716277
ORD0134768,Hyderabad,CS-07,1.33759867,0.02175893,1,5582,24.43568613,40.01595869,64.45164483
ORD0134770,Hyderabad,HYD-02,6.41298199,0.99551057,0,5893,20.87222128,104.75619109,125.62841237
ORD0134774,Hyderabad,CS-07,2.62127258,0.18587847,1,5582,24.43568613,53.92526222,78.36094835
ORD0134775,Hyderabad,HYD-04,3.03231670,0.32490060,0,10069,10.37838912,60.97323482,71.35162393
ORD0134776,Hyderabad,HYD-06,0.63734264,0.00620567,1,5193,19.93067591,34.64756845,54.57824436
ORD0134780,Hyderabad,HYD-02,3.96980594,0.72499197,0,5893,20.87222128,79.53840076,100.41062204
ORD0134784,Hyderabad,HYD-04,4.39654332,0.85113176,0,10069,10.37838912,86.30975616,96.68814528
ORD0134787,Hyderabad,HYD-02,7.16113275,0.99884067,0,5893,20.87222128,110.09314929,130.96537057
ORD0134789,Hyderabad,HYD-04,2.97783297,0.30360708,1,10069,10.37838912,59.95304311,70.33143222
ORD0134793,Hyderabad,CS-07,1.18153855,0.01648243,1,5582,24.43568613,38.76524266,63.20092880
ORD0134798,Hyderabad,HYD-02,0.31028161,0.00343811,1,5893,20.87222128,32.27511454,53.14733582
ORD0134800,Hyderabad,HYD-02,3.03168938,0.32465103,0,5893,20.87222128,60.96135658,81.83357786
ORD0134802,Hyderabad,HYD-04,3.28751217,0.43330237,0,10069,10.37838912,66.01165615,76.39004526
ORD0134803,Hyderabad,HYD-04,2.12438979,0.08483373,1,10069,10.37838912,47.41574044,57.79412955
ORD0134805,Hyderabad,CS-07,3.52549003,0.54074097,0,5582,24.43568613,70.90065935,95.33634548
ORD0134806,Hyderabad,HYD-06,1.38112621,0.02350473,1,5193,19.93067591,40.37302530,60.30370121
ORD0134813,Hyderabad,HYD-06,0.76767490,0.00784789,1,5193,19.93067591,35.60916108,55.53983698
ORD0134814,Hyderabad,HYD-05,0.82491828,0.00869921,1,3566,25.74312956,36.03540418,61.77853373
ORD0134815,Hyderabad,HYD-05,1.18737127,0.01665484,1,3566,25.74312956,38.81124396,64.55437352
ORD0134817,Hyderabad,HYD-02,0.83741859,0.00889696,1,5893,20.87222128,36.12883883,57.00106011
ORD0134818,Hyderabad,HYD-04,3.03727495,0.32687661,0,10069,10.37838912,61.06722305,71.44561216
ORD0134820,Hyderabad,HYD-02,1.12456163,0.01488796,1,5893,20.87222128,38.31857018,59.19079146
ORD0134821,Hyderabad,HYD-05,1.12272617,0.01483920,1,3566,25.74312956,38.30425924,64.04738879
ORD0134822,Hyderabad,HYD-03,0.30875427,0.00342863,1,4263,24.23176167,32.26413877,56.49590044
ORD0134827,Hyderabad,HYD-03,1.04889764,0.01300328,1,4263,24.23176167,37.73238194,61.96414361
ORD0134828,Hyderabad,HYD-02,3.02061988,0.32026377,0,5893,20.87222128,60.75225230,81.62447358
ORD0134829,Hyderabad,HYD-02,6.90079829,0.99814216,0,5893,20.87222128,108.24985269,129.12207397
ORD0134830,Hyderabad,CS-07,4.59901532,0.89194944,0,5582,24.43568613,88.95159041,113.38727655
ORD0134831,Hyderabad,HYD-02,5.72426149,0.98451262,0,5893,20.87222128,99.60520911,120.47743039
ORD0134834,Hyderabad,HYD-03,2.60209122,0.18067019,0,4263,24.23176167,53.63474414,77.86650582
ORD0134836,Hyderabad,HYD-02,3.41489742,0.49067601,0,5893,20.87222128,68.62456223,89.49678351
ORD0134838,Hyderabad,HYD-04,3.99809030,0.73510328,0,10069,10.37838912,80.03973056,90.41811968
ORD0134839,Hyderabad,HYD-05,1.43964918,0.02606879,1,3566,25.74312956,40.85960803,66.60273759
ORD0134841,Hyderabad,HYD-02,0.55192824,0.00531963,1,5893,20.87222128,34.02308657,54.89530785
ORD0134843,Hyderabad,HYD-03,0.97292100,0.01134807,1,4263,24.23176167,37.15088921,61.38265088
ORD0134849,Hyderabad,HYD-02,0.85313724,0.00915195,1,5893,20.87222128,36.24651917,57.11874045
ORD0134851,Hyderabad,HYD-03,0.61491932,0.00595977,1,4263,24.23176167,34.48322833,58.71499000
ORD0134853,Hyderabad,HYD-04,3.79150712,0.65608777,0,10069,10.37838912,76.22318283,86.60157194
ORD0134854,Hyderabad,HYD-02,0.43693306,0.00432232,1,5893,20.87222128,33.18820107,54.06042235
ORD0134855,Hyderabad,HYD-04,2.97721387,0.30336967,1,10069,10.37838912,59.94158717,70.31997629
ORD0134856,Hyderabad,CS-07,1.03204933,0.01261679,1,5582,24.43568613,37.60284918,62.03853532
ORD0134857,Hyderabad,HYD-06,3.91774546,0.70576785,0,5193,19.93067591,78.59725374,98.52792965
ORD0134860,Hyderabad,CS-07,0.92020119,0.01032372,1,5582,24.43568613,36.75112004,61.18680618
ORD0134863,Hyderabad,CS-07,0.97574872,0.01140577,1,5582,24.43568613,37.17241423,61.60810036
ORD0134864,Hyderabad,HYD-02,0.40267148,0.00406291,1,5893,20.87222128,32.94058760,53.81280888
ORD0134866,Hyderabad,HYD-03,0.90770094,0.01009459,1,4263,24.23176167,36.65674421,60.88850588
ORD0134868,Hyderabad,CS-07,2.87999624,0.26743697,1,5582,24.43568613,58.18308260,82.61876874
ORD0134869,Hyderabad,HYD-04,0.77917985,0.00801208,1,10069,10.37838912,35.69462138,46.07301050
ORD0134872,Hyderabad,HYD-04,4.68376765,0.90589903,0,10069,10.37838912,89.96334452,100.34173363
ORD0134879,Hyderabad,HYD-06,0.07668061,0.00225316,1,5193,19.93067591,30.60435911,50.53503502
ORD0134886,Hyderabad,CS-07,0.99459041,0.01179769,1,5582,24.43568613,37.31606360,61.75174973
ORD0134887,Hyderabad,HYD-06,1.52101341,0.03009034,1,5193,19.93067591,41.54980410,61.48048001
ORD0134890,Hyderabad,HYD-02,7.16241726,0.99884336,0,5893,20.87222128,110.10222173,130.97444301
ORD0134891,Hyderabad,HYD-03,0.83767698,0.00890109,1,4263,24.23176167,36.13077158,60.36253325
ORD0134892,Hyderabad,HYD-04,3.26182160,0.42189589,0,10069,10.37838912,65.48962782,75.86801693
ORD0134894,Hyderabad,HYD-02,0.69204075,0.00684860,1,5893,20.87222128,35.04974314,55.92196442
ORD0134895,Hyderabad,CS-07,1.06927508,0.01348636,1,5582,24.43568613,37.88951645,62.32520258
ORD0134896,Hyderabad,HYD-03,3.57303865,0.56207411,0,4263,24.23176167,71.87349393,96.10525560
ORD0134898,Hyderabad,HYD-04,1.81535707,0.05025758,1,10069,10.37838912,44.21522694,54.59361606
ORD0134899,Hyderabad,HYD-02,3.55504170,0.55402224,0,5893,20.87222128,71.50595902,92.37818030
ORD0134900,Hyderabad,HYD-04,2.45159091,0.14370697,1,10069,10.37838912,51.47234537,61.85073449
ORD0134903,Hyderabad,CS-07,3.21687256,0.40214452,0,5582,24.43568613,64.58244346,89.01812960
ORD0134904,Hyderabad,CS-07,0.33261292,0.00357974,1,5582,24.43568613,32.43568272,56.87136886
ORD0134907,Hyderabad,HYD-04,1.07313754,0.01357991,1,10069,10.37838912,37.91935995,48.29774907
ORD0134908,Hyderabad,HYD-03,1.26151842,0.01900717,1,4263,24.23176167,39.40084391,63.63260558
ORD0134913,Hyderabad,HYD-02,0.95003510,0.01089161,1,5893,20.87222128,36.97699384,57.84921512
ORD0134914,Hyderabad,HYD-04,4.02897588,0.74586909,0,10069,10.37838912,80.57890401,90.95729312
ORD0134916,Hyderabad,HYD-03,1.09962931,0.01423896,1,4263,24.23176167,38.12457382,62.35633549
ORD0134926,Hyderabad,HYD-06,1.11814168,0.01471811,1,5193,19.93067591,38.26853504,58.19921095
ORD0134930,Hyderabad,HYD-02,3.06255401,0.33704580,0,5893,20.87222128,61.54925195,82.42147323
ORD0134934,Hyderabad,HYD-02,3.30270726,0.44008314,0,5893,20.87222128,66.32144498,87.19366626
ORD0134935,Hyderabad,HYD-04,1.18338593,0.01653684,1,10069,10.37838912,38.77980684,49.15819595
ORD0134938,Hyderabad,CS-07,1.46990330,0.02749910,1,5582,24.43568613,41.11429614,65.54998228
ORD0134939,Hyderabad,HYD-02,0.76973072,0.00787698,1,5893,20.87222128,35.62442455,56.49664583
ORD0134940,Hyderabad,HYD-06,0.76367095,0.00779154,1,5193,19.93067591,35.57944279,55.51011870
ORD0134941,Hyderabad,HYD-03,0.78739002,0.00813133,1,4263,24.23176167,35.75567003,59.98743170
ORD0134943,Hyderabad,HYD-05,1.57053544,0.03282590,1,3566,25.74312956,41.97852506,67.72165461
ORD0134944,Hyderabad,HYD-06,3.96441694,0.72303853,0,5193,19.93067591,79.44207435,99.37275026
ORD0134947,Hyderabad,HYD-03,0.99683852,0.01184533,1,4263,24.23176167,37.33322962,61.56499129
ORD0134949,Hyderabad,HYD-02,6.91248754,0.99818107,0,5893,20.87222128,108.33284478,129.20506606
ORD0134950,Hyderabad,HYD-04,3.09470136,0.35019810,0,10069,10.37838912,62.16885263,72.54724175
ORD0134952,Hyderabad,HYD-04,0.96040460,0.01109614,1,10069,10.37838912,37.05571631,47.43410542
ORD0134953,Hyderabad,HYD-02,3.97432048,0.72662184,0,5893,20.87222128,79.61889856,100.49111984
ORD0134957,Hyderabad,HYD-06,0.67218796,0.00660793,1,5193,19.93067591,34.90355367,54.83422958
ORD0134958,Hyderabad,HYD-06,0.90059841,0.00996664,1,5193,19.93067591,36.60318820,56.53386411
ORD0134959,Hyderabad,CS-07,4.13647321,0.78103562,0,5582,24.43568613,82.38638109,106.82206722
ORD0134961,Hyderabad,HYD-03,1.04448554,0.01290096,1,4263,24.23176167,37.69842751,61.93018918
ORD0134962,Hyderabad,HYD-03,3.14057345,0.36936268,0,4263,24.23176167,63.06489456,87.29665623
ORD0134971,Hyderabad,HYD-02,0.47166102,0.00460210,1,5893,20.87222128,33.43968998,54.31191126
ORD0134974,Hyderabad,HYD-06,0.73227958,0.00736340,1,5193,19.93067591,35.34685919,55.27753510
ORD0134986,Hyderabad,HYD-04,4.23002030,0.80867378,0,10069,10.37838912,83.87035543,94.24874454
ORD0134987,Hyderabad,HYD-02,0.90507472,0.01004709,1,5893,20.87222128,36.63693574,57.50915702
ORD0134989,Hyderabad,HYD-05,1.11032018,0.01451376,1,3566,25.74312956,38.20765400,63.95078355
ORD0134990,Hyderabad,HYD-04,3.94598557,0.71629309,0,10069,10.37838912,79.11069165,89.48908077
ORD0134992,Hyderabad,HYD-06,0.62305290,0.00604782,1,5193,19.93067591,34.54280502,54.47348093
ORD0134993,Hyderabad,HYD-05,3.79572622,0.65781269,0,3566,25.74312956,76.30446433,102.04759389
ORD0134994,Hyderabad,HYD-02,0.79977665,0.00831458,1,5893,20.87222128,35.84787390,56.72009518
ORD0134998,Hyderabad,HYD-03,1.27118633,0.01933696,1,4263,24.23176167,39.47841320,63.71017487
ORD0135001,Hyderabad,CS-07,0.85405921,0.00916713,1,5582,24.43568613,36.25342839,60.68911452
ORD0135002,Hyderabad,HYD-06,0.88512818,0.00969350,1,5193,19.93067591,36.48670218,56.41737809
ORD0135004,Hyderabad,HYD-04,0.94798889,0.01085169,1,10069,10.37838912,36.96147289,47.33986201
ORD0135019,Hyderabad,CS-07,3.21570306,0.40163454,0,5582,24.43568613,64.55895761,88.99464375
ORD0135021,Hyderabad,HYD-06,1.30805905,0.02064705,1,5193,19.93067591,39.77582486,59.70650077
ORD0135024,Hyderabad,HYD-05,0.48709271,0.00473213,1,3566,25.74312956,33.55161289,59.29474245
ORD0135025,Hyderabad,HYD-06,1.13316626,0.01511864,1,5193,19.93067591,38.38572290,58.31639881
ORD0135034,Hyderabad,HYD-05,3.78896573,0.65504676,0,3566,25.74312956,76.17416274,101.91729230
ORD0135037,Hyderabad,CS-07,3.65372918,0.59771779,0,5582,24.43568613,73.50763802,97.94332416
ORD0135040,Hyderabad,HYD-03,0.37444070,0.00386085,1,4263,24.23176167,32.73691056,56.96867223
ORD0135045,Hyderabad,HYD-03,0.07967743,0.00226542,1,4263,24.23176167,30.62570446,54.85746613
ORD0135046,Hyderabad,HYD-05,1.23771877,0.01821863,1,3566,25.74312956,39.21059021,64.95371977
ORD0135047,Hyderabad,HYD-03,0.65571778,0.00641467,1,4263,24.23176167,34.78246440,59.01422607
ORD0135051,Hyderabad,HYD-04,0.93645202,0.01062932,1,10069,10.37838912,36.87404384,47.25243295
ORD0135052,Hyderabad,HYD-02,1.21558486,0.01751414,1,5893,20.87222128,39.03451832,59.90673960
ORD0135062,Hyderabad,HYD-04,1.07224026,0.01355812,1,10069,10.37838912,37.91242533,48.29081445
ORD0135063,Hyderabad,HYD-03,0.92999088,0.01050676,1,4263,24.23176167,36.82513902,61.05690069
ORD0135064,Hyderabad,HYD-04,3.35299429,0.46266988,0,10069,10.37838912,67.35105645,77.72944556
ORD0135065,Hyderabad,HYD-02,5.86109451,0.98787576,0,5893,20.87222128,100.66393442,121.53615570
ORD0135067,Hyderabad,HYD-04,3.15285402,0.37456696,0,10069,10.37838912,63.30698700,73.68537611
ORD0135073,Hyderabad,CS-07,0.50045334,0.00484767,1,5582,24.43568613,33.64860334,58.08428947
ORD0135078,Hyderabad,HYD-06,1.11910281,0.01474342,1,5193,19.93067591,38.27602215,58.20669806
ORD0135079,Hyderabad,HYD-05,0.98571588,0.01161146,1,3566,25.74312956,37.24835512,62.99148468
ORD0135080,Hyderabad,HYD-06,0.51082981,0.00493933,1,5193,19.93067591,33.72398844,53.65466435
ORD0135081,Hyderabad,HYD-04,0.48442662,0.00470941,1,10069,10.37838912,33.53226857,43.91065769
ORD0135082,Hyderabad,HYD-06,0.91053774,0.01014614,1,5193,19.93067591,36.67814847,56.60882438
ORD0135086,Hyderabad,HYD-06,0.68105320,0.00671434,1,5193,19.93067591,34.96880270,54.89947861
ORD0135087,Hyderabad,CS-07,1.18963374,0.01672219,1,5582,24.43568613,38.82910184,63.26478797
ORD0135089,Hyderabad,HYD-04,3.53695289,0.54590060,0,10069,10.37838912,71.13568806,81.51407717
ORD0135092,Hyderabad,HYD-03,0.89716135,0.00990531,1,4263,24.23176167,36.57728867,60.80905034
ORD0135093,Hyderabad,CS-07,2.89868300,0.27413053,1,5582,24.43568613,58.51469697,82.95038310
ORD0135095,Hyderabad,HYD-06,3.89258065,0.69619965,0,5193,19.93067591,78.13405414,98.06473004
ORD0135098,Hyderabad,HYD-03,0.78710992,0.00812723,1,4263,24.23176167,35.75358638,59.98534805
ORD0135100,Hyderabad,HYD-02,3.14100088,0.36954332,0,5893,20.87222128,63.07330562,83.94552690
ORD0135101,Hyderabad,HYD-04,2.97820949,0.30375151,1,10069,10.37838912,59.96001177,70.33840088
ORD0135102,Hyderabad,HYD-04,1.99859885,0.06871421,1,10069,10.37838912,46.05161833,56.43000744
ORD0135105,Hyderabad,HYD-05,3.23236709,0.40892072,0,3566,25.74312956,64.89419112,90.63732067
ORD0135106,Hyderabad,CS-07,0.99655060,0.01183922,1,5582,24.43568613,37.33103081,61.76671695
ORD0135108,Hyderabad,HYD-06,0.90193123,0.00999053,1,5193,19.93067591,36.61323454,56.54391045
ORD0135112,Hyderabad,HYD-04,3.34220923,0.45780955,0,10069,10.37838912,67.12975106,77.50814017
ORD0135114,Hyderabad,HYD-03,3.13028728,0.36502679,0,4263,24.23176167,62.86281465,87.09457632
ORD0135116,Hyderabad,HYD-02,3.64200415,0.59259284,0,5893,20.87222128,73.27181413,94.14403541
ORD0135117,Hyderabad,HYD-06,3.35932280,0.46552521,0,5193,19.93067591,67.48101599,87.41169190
ORD0135120,Hyderabad,HYD-04,2.66484227,0.19813737,1,10069,10.37838912,54.59801711,64.97640623
ORD0135124,Hyderabad,HYD-03,0.27233180,0.00321011,1,4263,24.23176167,32.00262594,56.23438761
ORD0135125,Hyderabad,CS-07,3.49635380,0.52758942,0,5582,24.43568613,70.30215927,94.73784541
ORD0135134,Hyderabad,CS-07,0.33771396,0.00361290,1,5582,24.43568613,32.47238478,56.90807091
ORD0135139,Hyderabad,HYD-04,2.77086845,0.23047440,1,10069,10.37838912,56.31031126,66.68870037
ORD0135140,Hyderabad,HYD-04,3.31574852,0.44592075,0,10069,10.37838912,66.58786221,76.96625133
ORD0135143,Hyderabad,HYD-05,1.20390788,0.01715334,1,3566,25.74312956,38.94195523,64.68508478
ORD0135146,Hyderabad,HYD-06,0.71419140,0.00712740,1,5193,19.93067591,35.21316173,55.14383764
ORD0135149,Hyderabad,HYD-03,0.33329470,0.00358416,1,4263,24.23176167,32.44058758,56.67234925
ORD0135154,Hyderabad,HYD-02,2.62831573,0.18781975,1,5893,20.87222128,54.03280271,74.90502399
ORD0135157,Hyderabad,HYD-05,0.80396770,0.00837750,1,3566,25.74312956,35.87909898,61.62222854
ORD0135158,Hyderabad,HYD-02,2.56752096,0.17157192,1,5893,20.87222128,53.11980443,73.99202571
ORD0135161,Hyderabad,HYD-03,1.18054406,0.01645321,1,4263,24.23176167,38.75740463,62.98916630
ORD0135162,Hyderabad,HYD-04,0.25093931,0.00308830,1,10069,10.37838912,31.84922410,42.22761322
ORD0135163,Hyderabad,HYD-03,1.00834697,0.01209221,1,4263,24.23176167,37.42119512,61.65295679
ORD0135164,Hyderabad,HYD-02,2.94858225,0.29250610,1,5893,20.87222128,59.41525885,80.28748013
ORD0135166,Hyderabad,HYD-05,4.06377487,0.75764833,0,3566,25.74312956,81.17587404,106.91900360
ORD0135169,Hyderabad,CS-07,0.77726383,0.00798450,1,5582,24.43568613,35.68038187,60.11606800
ORD0135171,Hyderabad,HYD-02,3.05775173,0.33510195,0,5893,20.87222128,61.45732049,82.32954177
ORD0135173,Hyderabad,HYD-04,1.06034562,0.01327253,1,10069,10.37838912,37.82059536,48.19898448
ORD0135174,Hyderabad,HYD-05,1.53913925,0.03106497,1,3566,25.74312956,41.70592396,67.44905352
ORD0135178,Hyderabad,HYD-03,0.77056059,0.00788876,1,4263,24.23176167,35.63058686,59.86234853
ORD0135179,Hyderabad,HYD-04,3.02469773,0.32187634,0,10069,10.37838912,60.82917417,71.20756328
ORD0135180,Hyderabad,HYD-05,0.85201280,0.00913347,1,3566,25.74312956,36.23809373,61.98122329
ORD0135185,Hyderabad,HYD-03,3.67061700,0.60506175,0,4263,24.23176167,73.84617147,98.07793314
ORD0135190,Hyderabad,HYD-04,3.76797557,0.64639252,0,10069,10.37838912,75.76760452,86.14599364
ORD0135192,Hyderabad,HYD-03,3.68560713,0.61154108,0,4263,24.23176167,74.14548224,98.37724391
ORD0135193,Hyderabad,HYD-03,3.53421660,0.54466980,0,4263,24.23176167,71.07961031,95.31137198
ORD0135196,Hyderabad,HYD-03,2.97887923,0.30400852,0,4263,24.23176167,59.97241032,84.20417199
ORD0135198,Hyderabad,HYD-06,0.76837583,0.00785780,1,5193,19.93067591,35.61436474,55.54504065
ORD0135210,Hyderabad,HYD-02,3.88443963,0.69306698,0,5893,20.87222128,77.98308682,98.85530810
ORD0135215,Hyderabad,CS-07,0.95215207,0.01093306,1,5582,24.43568613,36.99305621,61.42874234
ORD0135218,Hyderabad,HYD-06,1.29434537,0.02014995,1,5193,19.93067591,39.66491615,59.59559206
ORD0135220,Hyderabad,CS-07,4.68818618,0.90658012,0,5582,24.43568613,90.01470674,114.45039287
ORD0135222,Hyderabad,HYD-04,1.21279376,0.01742723,1,10069,10.37838912,39.01237318,49.39076229
ORD0135226,Hyderabad,HYD-03,0.58784648,0.00567576,1,4263,24.23176167,34.28519821,58.51695988
ORD0135229,Hyderabad,HYD-02,3.08464877,0.34605965,0,5893,20.87222128,61.97433099,82.84655227
ORD0135230,Hyderabad,HYD-02,0.92210010,0.01035898,1,5893,20.87222128,36.76547012,57.63769140
ORD0135233,Hyderabad,HYD-04,2.48843170,0.15212851,1,10069,10.37838912,51.98287731,62.36126642
ORD0135234,Hyderabad,HYD-02,2.71242821,0.21221071,1,5893,20.87222128,55.35331879,76.22554007
ORD0135237,Hyderabad,CS-07,0.96787243,0.01124578,1,5582,24.43568613,37.11248042,61.54816655
ORD0135240,Hyderabad,CS-07,1.15975949,0.01585404,1,5582,24.43568613,38.59393747,63.02962360
ORD0135247,Hyderabad,HYD-03,3.80343536,0.66095370,0,4263,24.23176167,76.45265856,100.68442023
ORD0135248,Hyderabad,CS-07,0.67801518,0.00667769,1,5582,24.43568613,34.94643691,59.38212304
ORD0135252,Hyderabad,HYD-06,1.30088510,0.02038553,1,5193,19.93067591,39.71776154,59.64843745
ORD0135253,Hyderabad,HYD-03,0.42931335,0.00426324,1,4263,24.23176167,33.13309062,57.36485229
